Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month,,Label
8/30/05 19:07,1125400056,bbby,37.86039,-16.11,92.572243,9.89,11810000000,11160000000,23.32,18.32,1.04,2.27,5.19,2.11,12.168,9.86,15.4,16.04,23.72,5290000000,17.682,13,2190000000,916930000,521820000,1.71,20.5,876510000,2.964,0,0,2.418,7.846,N/A,N/A,N/A,44.08,40.36,2487110,295740000,N/A,3.83,84.6,8850000,4,3.1,7610000,,Yes
8/13/06 14:54,1155452068,bbby,32.857113,-0.03,98.885788,16.45,9800000000,9160000000,17.87,14.01,0.97,1.66,4.14,1.54,8.873,9.64,14.71,16.59,24.42,5960000000,20.531,12.2,2490000000,1030000000,574380000,1.94,1.5,642270000,2.276,0,N/A,2.146,8.449,644770000,344330000,1.58,33.72,36.67,3997350,282230000,271130000,3.93,74.9,8750000,1.8,3.2,8450000,,Yes
8/19/06 10:07,1155953240,bbby,33.708336,-3.9,101.750931,12.76,10060000000,9420000000,18.33,14.37,1.01,1.72,4.3,1.58,9.119,9.64,14.71,16.59,24.42,5960000000,20.531,12.2,2490000000,1030000000,574380000,1.94,1.5,642270000,2.276,0,N/A,2.146,8.449,644770000,344330000,1.58,34.09,36.66,3958010,282230000,271130000,3.93,87.4,8750000,1.8,3.2,8450000,,Yes
12/2/06 23:19,1165072763,bbby,36.838928,-19.26,109.65078,8,11010000000,10190000000,19.61,15.77,1.09,1.79,4.3,1.66,9.699,9.43,14.32,16.07,22.95,6140000000,21.412,12.3,2490000000,1050000000,578510000,1.99,2.9,817250000,2.891,N/A,N/A,2.345,9.018,647440000,341280000,1.43,39.47,36.33,3033660,282680000,271570000,3.92,88.8,8650000,3.7,3.2,9870000,,Yes
2/10/07 7:16,1171063018,bbby,39.591217,-28.62,113.186935,-5.85,11860000000,N/A,20.52,17.51,1.22,1.9,4.38,N/A,N/A,9.3,14.02,15.14,21.81,6310000000,22.297,11.8,2490000000,1070000000,586320000,2.04,5.8,817550000,2.885,N/A,N/A,2.435,9.628,580720000,229280000,1.64,40.58,38.33,2750970,283380000,272240000,3.91,87.4,9160000,2.4,3.4,8760000,,Yes
4/6/07 11:41,1175830884,bbby,38.97644,-23.32,113.872719,-3.25,11680000000,10760000000,20.2,17.24,1.19,1.84,4.24,1.71,10.096,9.3,14.02,15.14,21.81,6310000000,22.297,11.8,2490000000,1070000000,586320000,2.04,5.8,817550000,2.885,0,N/A,2.435,9.628,580720000,229280000,1.76,41.28,39.44,2760220,283380000,272240000,3.7,83.4,12230000,5.4,4.5,10420000,,Yes
4/16/08 16:20,1208334038,bbby,28.88475,1.47,110.140129,-35.13,7850000000,7470000000,14.5,14.69,1.3,1.09,3,1.06,7.501,7.98,11.89,13.42,21.6,7050000000,26.617,-3.1,2840000000,995790000,562810000,2.1,-16,224080000,0.868,0,N/A,2.051,9.927,614540000,47090000,1.17,29.8,30.65,6238730,258080000,246860000,3.97,97.8,28320000,4.1,11.3,28570000,,Yes
12/4/08 5:20,1228339230,bbby,21.621,71.26,69.394188,33.52,5840000000,4810000000,11.57,12.16,1,0.71,1.85,0.67,5.125,7.02,10.63,12.09,19.59,7230000000,27.997,4.9,2930000000,938570000,507200000,1.94,-18.9,298560000,1.15,0,N/A,2.191,10.619,504680000,122320000,1.05,22.39,27.92,6777460,259700000,246480000,3.99,98.8,18250000,3,7.3,19950000,,No
8/19/11 9:43,1313718231,bbby,47.895344,31.44,97.272652,28.91,12480000000,10650000000,15.55,12.06,1.02,1.4,3.17,1.19,6.94,9.33,15.11,15.12,21.62,8950000000,35.66,9.7,3620000000,1540000000,834360000,3.28,31.3,1830000000,7.49,0,N/A,2.95,16.08,1070000000,776680000,1.22,56.76,52.98,2927420,244680000,236890000,2.57,91.4,4530000,2.3,2.1,4550000,,Yes
3/16/12 7:08,1331852921,bbby,62.451206,-7.72,123.095322,13.54,15520000000,13990000000,17.55,14.73,1.07,1.67,3.97,1.51,8.43,9.94,15.95,16.19,23.92,9270000000,38.06,6.8,3620000000,1660000000,921950000,3.74,21.2,1530000000,6.45,0,N/A,2.86,16.52,1110000000,825890000,1.1,61.1,60.16,2933630,236750000,228960000,2.7,90.9,7300000,2.3,3.4,7010000,,Yes
2/6/13 16:41,1360140117,bbby,56.596706,6.95,134.972946,19.78,13300000000,12430000000,13.67,11.88,1.04,1.29,3.32,1.21,6.97,9.91,15.53,16.25,25.74,10250000000,44.88,15.3,3930000000,1780000000,1010000000,4.38,1.8,784710000,3.53,0,N/A,2.16,17.91,1260000000,783130000,0.82,57.06,60.76,2835940,222050000,214730000,2.49,90.3,6400000,1.9,3.2,6010000,,Yes
4/22/13 2:48,1366570139,bbby,62.857903,-4.8,140.066666,22.74,14670000000,13660000000,14.64,12.27,1.09,1.34,3.58,1.25,7.45,9.51,15.01,17.06,25.94,10910000000,48.59,24.5,3930000000,1830000000,1040000000,4.56,6.5,1010000000,4.62,0,N/A,2.37,18.56,1190000000,735380000,0.84,62.96,59.46,2765740,219780000,212530000,12.63,79.6,11590000,4.3,5.7,11130000,,Yes
5/23/13 21:23,1369315388,bbby,65.761505,-11.75,148.389709,17.37,15120000000,14010000000,15.25,12.78,1.13,1.36,3.64,1.28,7.64,9.51,15.01,17.06,25.94,10910000000,48.59,24.5,4390000000,1830000000,1040000000,4.56,6.5,1010000000,4.67,0,N/A,2.37,18.76,1190000000,736070000,0.85,67.3,60.86,2504380,217420000,210100000,12.63,79.6,10080000,3.8,5,11290000,,Yes
6/20/04 17:26,1087723610,bbt,22.538872,12.21,85.196426,8.97,20600000000,35110000000,18.35,12.06,1.35,4.68,1.94,8.01,N/A,24.33,N/A,1.22,11.62,4380000000,8.216,N/A,5490000000,N/A,1070000000,2.024,N/A,1870000000,3.37,16370000000,N/A,N/A,19.025999,N/A,N/A,0.356,35.3,36.85,1364454,554680000,485400000,12.49,27,6320000,4.941,1.3,7370000,,Yes
8/10/04 5:57,1092088658,bbt,23.493862,10.91,81.260139,16.07,20950000000,35720000000,18.19,12.11,1.33,4.66,1.98,8.02,N/A,25.81,N/A,1.27,11.78,4450000000,8.045,N/A,5490000000,N/A,1150000000,2.077,N/A,1970000000,3.55,16760000000,N/A,N/A,18.952,N/A,N/A,0.359,37.45,36.98,1408181,554430000,485200000,12.49,26.87,6200000,5.51,1.28,7460000,,Yes
10/20/04 17:20,1098264006,bbt,24.428595,6.99,83.209534,8.61,21910000000,36840000000,19.02,12.54,1.41,4.95,2.1,8.27,N/A,25.81,N/A,1.27,11.78,4450000000,8.045,N/A,5490000000,N/A,1150000000,2.077,N/A,1970000000,3.55,16760000000,N/A,N/A,18.952,N/A,N/A,0.331,39.59,37.26,1105681,554430000,485200000,12.49,27.01,7260000,8.571,1.5,6530000,,Yes
1/28/05 5:58,1106863105,bbt,24.288563,6.63,89.092957,11.39,21540000000,37870000000,13.96,11.47,1.25,4.74,1.98,8.33,N/A,34.28,N/A,1.58,14.52,4550000000,8.148,N/A,102140000,N/A,1560000000,2.792,N/A,1780000000,3.23,18110000000,N/A,N/A,19.698,N/A,N/A,0.384,41.92,38.87,1075136,552370000,550200000,0.39,27.56,7220000,7.172,1.31,7700000,,Yes
3/1/07 1:57,1172685447,bbt,28.304554,-22.22,110.489754,-3,22960000000,41890000000,15.11,11.69,1.41,3.83,1.95,6.99,N/A,25.52,100,1.33,13.36,5990000000,11.108,2.5,6580000000,N/A,1530000000,2.81,-41.6,5040000000,9.319,23990000000,N/A,N/A,21.723,N/A,N/A,0.28,42.96,43.34,1353930,540930000,538120000,0.45,28.4,7010000,5.2,1.3,7820000,,Yes
1/4/08 23:17,1199459852,bbt,19.018383,4.23,113.169357,-32.63,15030000000,41650000000,9.57,8.22,1.06,2.58,1.29,6.72,N/A,25.41,43.28,1.26,13.04,6190000000,11.356,0.8,7350000000,N/A,1570000000,2.86,6.5,4060000000,7.38,29710000000,N/A,N/A,22.576,85000000,N/A,0.61,33.41,37.94,3978720,549460000,547040000,0.44,30.5,13160000,3.3,2.4,9980000,,Yes
5/3/08 20:17,1209817023,bbt,26.166365,-32.38,113.890579,-36.26,19950000000,47550000000,11.57,10.89,1.77,3.22,1.57,7.61,N/A,27.88,43.04,1.35,14.22,6250000000,11.39,0.7,8050000000,N/A,1740000000,3.15,1.7,3560000000,6.501,31150000000,N/A,N/A,23.486,N/A,N/A,0.23,33.63,33.4,5643440,546800000,541950000,0.59,34.5,43850000,9.1,8.1,36830000,,Yes
10/28/08 23:38,1225208298,bbt,26.689518,-27.05,76.276688,14.25,19880000000,45900000000,12.2,13.84,1.96,2.88,1.37,7.44,N/A,26.33,39.83,1.21,12.83,6170000000,11.269,-2.1,8050000000,N/A,1630000000,2.949,-19.4,3300000000,5.966,31410000000,N/A,N/A,23.422001,N/A,N/A,0.01,34.6381,30.7869,10129300,552260000,547400000,0.64,42.4,59590000,3.9,10.9,91820000,,Yes
12/18/08 3:42,1229542963,bbt,21.001585,-4.42,72.640198,27.31,16710000000,44880000000,10.25,13.03,2.09,2.66,1.27,7.27,N/A,26.33,38.73,1.21,12.83,6170000000,11.269,-2.1,8050000000,N/A,1630000000,2.95,-19.4,2940000000,5.321,31410000000,N/A,N/A,23.422001,1820000000,N/A,0.31,29.52,29.65,8612260,552490000,547570000,0.63,41.5,61700000,5.7,11.2,52190000,,No
12/30/08 16:39,1230626371,bbt,19.726067,1.89,72.967407,29.4,14360000000,42700000000,8.81,11.65,1.82,2.31,1.1,6.92,N/A,26.33,38.73,1.21,12.83,6170000000,11.269,-2.1,8050000000,N/A,1630000000,2.949,-19.4,2940000000,5.321,31410000000,N/A,N/A,23.422001,1820000000,N/A,0.31,27.6394,29.563,7470440,552490000,547570000,0.63,41.6,61700000,5.7,11.2,52190000,,No
4/30/11 20:49,1304167794,bbt,21.892078,24.36,117.235748,5.07,18700000000,43510000000,23.21,10.6,2.04,2.73,1.13,6.42,N/A,12.04,32.69,0.53,5.22,6780000000,9.79,3.7,N/A,N/A,816000000,1.16,12.4,3590000000,5.17,28400000000,N/A,N/A,23.67,2900000000,N/A,1.11,26.91,26.2,5580820,694600000,691980000,0.68,53.2,19070000,3.6,2.8,22160000,,Yes
8/22/11 7:33,1313969611,bbt,15.682048,69.53,97.350349,28.42,13430000000,38330000000,14.27,7.71,0.81,1.98,0.79,5.66,N/A,14.01,31.91,0.63,5.9,6780000000,9.76,3.7,N/A,N/A,950000000,1.35,46.2,4290000000,6.16,29190000000,N/A,N/A,24.37,4680000000,N/A,1,24.31,26.31,6304360,697050000,694410000,0.68,53.2,13170000,2.6,1.9,16060000,,No
11/4/11 13:19,1320383992,bbt,19.255407,29.08,108.921509,15.23,16630000000,37900000000,15.29,10.06,0.91,2.38,0.95,5.43,N/A,15.84,33.32,0.71,6.69,6980000000,10.03,12.2,N/A,N/A,1110000000,1.56,74.3,4830000000,6.93,26110000000,N/A,N/A,25.07,N/A,N/A,1.5,22.25,24.17,8543610,697100000,694470000,0.68,53.2,17340000,1.9,2.5,21800000,,Yes
3/10/12 10:30,1331346623,bbt,24.424307,10.18,120.173424,15.5,20540000000,41250000000,16.1,10.23,1.21,2.73,1.16,5.55,N/A,17.35,37.11,0.8,7.84,7430000000,10.67,27.2,N/A,N/A,1290000000,1.83,88,6170000000,8.84,26880000000,N/A,N/A,24.99,4560000000,N/A,1.29,28.87,24.54,5639590,697230000,694360000,0.44,55.9,17430000,2.5,2.5,13400000,,Yes
4/23/13 3:57,1366660636,bbt,25.685791,30.4,141.51062,21.2,20850000000,38510000000,12.51,9.54,1.21,2.38,1.09,4.4,N/A,20.43,39.03,1.03,9.4,8750000000,12.51,6.5,N/A,N/A,1700000000,2.38,-44.3,3840000000,5.48,21560000000,N/A,N/A,27.2,N/A,N/A,1.13,30.78,30.06,4208000,700280000,696750000,0.35,56.5,10270000,2.3,1.5,10580000,,Yes
5/9/13 8:11,1368058285,bbt,27.066088,22.32,146.084747,17.72,22110000000,39420000000,13.25,10.17,1.27,2.53,1.16,4.5,N/A,20.43,39.03,1.03,9.4,8750000000,12.51,6.5,N/A,N/A,1700000000,2.38,-44.3,3840000000,5.47,21560000000,N/A,N/A,27.16,N/A,N/A,1.13,30.65,29.92,4077900,701440000,697920000,0.35,56.5,9380000,2.3,1.3,10270000,,Yes
6/20/04 6:49,1087685343,bby,25.744894,34.04,85.196426,8.97,16760000000,15540000000,20.09,15.33,1.09,0.67,4.84,0.61,11.31,3.33,5.42,10.02,27.05,25350000000,76.959,N/A,6200000000,1370000000,845000000,2.565,N/A,2070000000,6.36,846000000,0.243,1.291,10.73,N/A,N/A,2.325,52.86,52.87,3557818,325340000,264500000,18.7,66.4,11230000,3.271,4.25,8370000,,Yes
8/10/04 6:03,1092089034,bby,22.630037,65.46,81.260139,16.07,14560000000,13360000000,17.47,13.38,0.95,0.58,4.18,0.53,7.55,3.33,5.42,10.02,27.05,25350000000,76.959,N/A,6200000000,1770000000,845000000,2.565,N/A,2070000000,6.37,846000000,0.243,1.291,10.725,N/A,N/A,2.175,50.16,52.43,3189136,324850000,264100000,18.7,66.56,11500000,3.724,4.35,11410000,,Yes
12/15/04 1:43,1103046232,bby,29.590899,15.54,91.279228,7.22,18180000000,16720000000,21.6,16.48,1.2,0.7,5.05,0.64,9.32,3.28,5.33,9.79,25.98,26040000000,78.945,N/A,6200000000,1790000000,855000000,2.594,N/A,1970000000,6.07,489000000,0.136,1.299,11.1,N/A,N/A,2.325,57.84,52.43,3305811,324400000,263800000,18.68,70.28,14210000,4.478,5.39,15130000,,Yes
3/7/05 11:28,1110166126,bby,26.971109,49.16,93.159531,6.06,17450000000,15430000000,33.38,16.02,1.16,0.73,4.34,0.65,12.27,2.22,3.56,5.62,14.54,23680000000,71.688,N/A,6200000000,1260000000,526000000,1.59,N/A,2510000000,7.66,486000000,0.123,1.209,12.07,N/A,N/A,2.451,55.56,53.56,3260681,328080000,266800000,18.68,69,10030000,3.466,3.76,8980000,,Yes
4/4/05 17:33,1112607227,bby,25.141113,73.08,89.59523,12.96,16340000000,13870000000,17.88,15.05,1.11,0.61,3.73,0.51,9.62,3.41,5.26,9.17,23.33,27430000000,81.853,N/A,6200000000,1440000000,934000000,2.787,N/A,3340000000,10.17,600000000,0.135,1.389,13.552,N/A,N/A,2.463,53.6,53.53,3517409,328080000,266800000,18.68,69.92,12570000,3.363,4.71,10030000,,Yes
6/18/06 2:01,1150567288,bby,40.096512,-7.78,97.048355,24.91,25470000000,23750000000,21.82,16.24,0.99,0.81,4.75,0.75,10.152,3.8,5.51,11.09,24.47,31690000000,64.85,13.7,7730000000,2340000000,1200000000,2.404,37.6,2330000000,4.789,598000000,0.111,1.298,10.837,N/A,N/A,1.58,53.1844,51.9124,3837450,485670000,N/A,16.45,72.8,12500000,4.8,3.1,12180000,,Yes
1/13/07 3:58,1168631925,bby,38.168465,-10.14,112.63649,-0.35,23930000000,22050000000,19.52,15.67,1.07,0.72,4.3,0.65,8.849,3.73,5.54,8.73,24.06,33730000000,69.718,15.5,7730000000,2490000000,1260000000,2.54,8.7,2720000000,5.634,650000000,0.116,1.166,11.624,1570000000,950630000,1.67,51.29,51.1,6187370,481930000,402840000,16.64,74.7,16920000,2.5,4.2,18020000,,Yes
2/24/07 18:36,1172313405,bby,37.891766,-9.44,114.256409,-4.94,23760000000,21690000000,19.38,15.5,1.11,0.72,4.31,0.64,8.779,3.73,5.48,8.64,24.06,33730000000,69.718,15.5,7730000000,2470000000,1260000000,2.54,8.7,2720000000,5.634,650000000,0.116,1.166,11.624,1570000000,937500000,1.72,50.02,51.47,6018740,481930000,402840000,15.97,66.1,13300000,1.7,3.3,16920000,,Yes
4/7/07 23:44,1175960698,bby,37.238464,-10.62,113.872719,-3.25,23350000000,20210000000,17.37,13.38,0.96,0.64,3.72,0.56,8.112,3.83,5.56,9.82,24.04,35930000000,74.536,20.6,7730000000,2490000000,1380000000,2.79,18.5,3790000000,7.87,650000000,0.105,1.441,12.867,N/A,N/A,1.8,48.51,51.57,5241170,481930000,402840000,15.97,71.4,14360000,2.7,3.6,13150000,,Yes
4/10/07 15:00,1176188455,bby,36.477543,-12.21,114.164825,-4.24,23180000000,20100000000,17.24,13.28,0.96,0.65,3.75,0.56,8.069,3.83,5.56,9.82,24.04,35930000000,74.536,20.6,7730000000,2490000000,1380000000,2.79,18.5,3790000000,7.87,650000000,0.105,1.441,12.867,N/A,N/A,1.8,48.37,51.49,5036210,481930000,402840000,15.97,71.4,14360000,2.7,3.6,13150000,,Yes
5/15/07 1:52,1179165136,bby,36.144367,-3.36,118.870041,-4.69,22450000000,19340000000,16.79,12.98,0.92,0.63,3.64,0.54,7.267,3.83,5.65,10.58,24.04,35930000000,74.536,20.6,8770000000,2660000000,1380000000,2.79,18.5,3790000000,7.914,650000000,0.105,1.441,12.901,1760000000,612630000,1.64,47.79,50,5542310,479300000,400650000,15.97,70.7,14770000,2.7,3.7,14360000,,Yes
